label,text_adv,text_ele,adv_ele
s1991,But the same people who painted such sensitive portraits of Ice Age rhinos helped to kill them off.,But the same people who painted such sensitive pictures of Ice Age rhinos helped to kill them all.,"But the same people who painted such sensitive portraits of Ice Age rhinos helped to kill them off.
 |<endoflevelone>| 
But the same people who painted such sensitive pictures of Ice Age rhinos helped to kill them all."
s1992,The northern white rhino is the rarest species of African rhino.,The northern white rhino is the rarest kind of African rhino.,"The northern white rhino is the rarest species of African rhino.
 |<endoflevelone>| 
The northern white rhino is the rarest kind of African rhino."
s1993,There are far greater numbers of southern white rhinos and black rhinos.,There are more southern white rhinos and black rhinos.,"There are far greater numbers of southern white rhinos and black rhinos.
 |<endoflevelone>| 
There are more southern white rhinos and black rhinos."
s1994,"From 2007, when just 13 rhinos were killed by poachers in South Africa, the killings have grown horri cally.","In 2007, 13 rhinos were killed by poachers in South Africa.","From 2007, when just 13 rhinos were killed by poachers in South Africa, the killings have grown horri cally.
 |<endoflevelone>| 
In 2007, 13 rhinos were killed by poachers in South Africa."
s1995,"In 2014, 1,215 rhinos were slaughtered for their horns in South Africa.","In 2014, 1,215 rhinos were killed for their horns in South Africa.","In 2014, 1,215 rhinos were slaughtered for their horns in South Africa.
 |<endoflevelone>| 
In 2014, 1,215 rhinos were killed for their horns in South Africa."
s1996,"In 2006, the Irish designer completed a scuba-diving course and loved the feeling of being able to breathe underwater and observe  sh in their natural environment.","In 2006, the Irish designer completed a scuba-diving course and loved the feeling of being able to breathe underwater and watch  sh in their natural environment.","In 2006, the Irish designer completed a scuba-diving course and loved the feeling of being able to breathe underwater and observe  sh in their natural environment.
 |<endoflevelone>| 
In 2006, the Irish designer completed a scuba-diving course and loved the feeling of being able to breathe underwater and watch  sh in their natural environment."
s1997,"Although it allows you to stay underwater for longer, you have to plan your whole day around it.",It allows you to stay underwater for longer but it takes a lot of planning.,"Although it allows you to stay underwater for longer, you have to plan your whole day around it.
 |<endoflevelone>| 
It allows you to stay underwater for longer but it takes a lot of planning."
s1998,You have 20kg to 50kg of gear with you  you cant be walking on the beach and decide you want to go in.,You have 20kg to 50kg of gear with you  you cant just walk on the beach and decide you want to go in.,"You have 20kg to 50kg of gear with you  you cant be walking on the beach and decide you want to go in.
 |<endoflevelone>| 
You have 20kg to 50kg of gear with you  you cant just walk on the beach and decide you want to go in."
s1999,It was during a  nal-year project for his product design degree at the University of Limerick that Redmond produced the Express Dive.,It was during a  nal-year project for his degree that Redmond produced the Express Dive.,"It was during a  nal-year project for his product design degree at the University of Limerick that Redmond produced the Express Dive.
 |<endoflevelone>| 
It was during a  nal-year project for his degree that Redmond produced the Express Dive."
s2,"Until now, the differences between commercial, governmental and other types of identity were easily distinguished in every internet address by .com, .gov and 20 other categories.","Until now, the differences between commercial, governmental and other types of identity were easy to see in every internet address by the use of .com, .gov and 20 other categories.","Until now, the differences between commercial, governmental and other types of identity were easily distinguished in every internet address by .com, .gov and 20 other categories.
 |<endoflevelone>| 
Until now, the differences between commercial, governmental and other types of identity were easy to see in every internet address by the use of .com, .gov and 20 other categories."
