index,text,level,difficulty,n_sent,n_syll,n_lex,lex_sent,syll_lex,text_c
100,"China is the biggest coal importer, and Indonesia the biggest exporter, having temporarily overtaken Australia.",adv,30.87,1,29,15,15.0,1.9333333333333333,"['china', 'biggest', 'coal', 'import', 'indonesia', 'biggest', 'export', 'temporarili', 'overtaken', 'australia']"
101,"China is the biggest coal importer, and Indonesia is the biggest coal exporter.",ele,66.74,1,20,13,13.0,1.5384615384615385,"['china', 'biggest', 'coal', 'import', 'indonesia', 'biggest', 'coal', 'export']"
102,According to the IEAs Medium-Term Coal Market Report the world will burn 1.2bn more tonnes of coal per year by 2017 compared with today  the equivalent of the current coal consumption of Russia and the US combined.,adv,50.84,1,52,37,37.0,1.4054054054054055,"['accord', 'iea', 'mediumterm', 'coal', 'market', 'report', 'world', 'burn', 'bn', 'tonn', 'coal', 'per', 'year', 'compar', 'today', 'equival', 'current', 'coal', 'consumpt', 'russia', 'us', 'combin']"
103,"According to the IEAs Medium-Term Coal Market Report, the world will burn 1.2bn more tonnes of coal per year by 2017 compared with today.",ele,72.5,1,31,24,24.0,1.2916666666666667,"['accord', 'iea', 'mediumterm', 'coal', 'market', 'report', 'world', 'burn', 'bn', 'tonn', 'coal', 'per', 'year', 'compar', 'today']"
104,"Illegal downloading is a kind of moral squalor and theft, as much as reaching in to someones pocket and stealing their wallet is theft, says author Philip Pullman.",adv,59.98,1,39,28,28.0,1.3928571428571428,"['illeg', 'download', 'kind', 'moral', 'squalor', 'theft', 'much', 'reach', 'someon', 'pocket', 'steal', 'wallet', 'theft', 'say', 'author', 'philip', 'pullman']"
105,"Illegal downloading is morally wrong, and it is theft, the same as putting your hand in someones pocket and stealing their wallet is theft, says author Philip Pullman.",ele,59.98,1,39,28,28.0,1.3928571428571428,"['illeg', 'download', 'moral', 'wrong', 'theft', 'put', 'hand', 'someon', 'pocket', 'steal', 'wallet', 'theft', 'say', 'author', 'philip', 'pullman']"
106,He is highly critical of internet users who think it is OK to download music or books without paying for them.,adv,67.08,1,30,21,21.0,1.4285714285714286,"['highli', 'critic', 'internet', 'user', 'think', 'ok', 'download', 'music', 'book', 'without', 'pay']"
107,He criticizes internet users who think it is OK to download music or books without paying for them.,ele,70.13,1,26,18,18.0,1.4444444444444444,"['critic', 'internet', 'user', 'think', 'ok', 'download', 'music', 'book', 'without', 'pay']"
108,It is outrageous that anyone can steal an artists work and get away with it.,adv,90.09,1,18,15,15.0,1.2,"['outrag', 'anyon', 'steal', 'artist', 'work', 'get', 'away']"
109,It is outrageous that anyone can steal an artists work without punishment.,ele,67.76,1,18,12,12.0,1.5,"['outrag', 'anyon', 'steal', 'artist', 'work', 'without', 'punish']"
110,"His article comes after music industry leaders met British Prime Minister David Cameron in Downing Street, where the issue of web piracy was discussed.",adv,55.58,1,37,24,24.0,1.5416666666666667,"['hi', 'articl', 'come', 'music', 'industri', 'leader', 'met', 'british', 'prime', 'minist', 'david', 'cameron', 'street', 'issu', 'web', 'piraci', 'wa', 'discuss']"
111,His article comes after music industry leaders met British Prime Minister David Cameron in Downing Street to discuss the issue of web piracy.,ele,48.13,1,36,23,23.0,1.565217391304348,"['hi', 'articl', 'come', 'music', 'industri', 'leader', 'met', 'british', 'prime', 'minist', 'david', 'cameron', 'street', 'discuss', 'issu', 'web', 'piraci']"
112,"Pullman, writer of the His Dark Materials trilogy, says authors and musicians work in poverty and obscurity for years to bring their work to the level that gives delight to their audiences and, as soon as they achieve that, the possibility of making a living from it is taken away from them.",adv,27.16,1,77,52,52.0,1.4807692307692308,"['pullman', 'writer', 'hi', 'dark', 'materi', 'trilog', 'say', 'author', 'musician', 'work', 'poverti', 'obscur', 'year', 'bring', 'work', 'level', 'give', 'delight', 'audienc', 'soon', 'achiev', 'possibl', 'make', 'live', 'taken', 'away']"
113,"Pullman, writer of the His Dark Materials trilogy, says authors and musicians work in poverty for years to bring their work to the level that gives happiness to their audiences and, when they achieve that, the possibility of making money from it is taken away from them.",ele,32.23,1,70,47,47.0,1.4893617021276595,"['pullman', 'writer', 'hi', 'dark', 'materi', 'trilog', 'say', 'author', 'musician', 'work', 'poverti', 'year', 'bring', 'work', 'level', 'give', 'happi', 'audienc', 'achiev', 'possibl', 'make', 'money', 'taken', 'away']"
114,"The magazines editor, Rachael Jolley, said: Existing copyright laws dont work in the digital age and risk criminalizing consumers.",adv,35.27,1,34,19,19.0,1.7894736842105263,"['magazin', 'editor', 'rachael', 'jolley', 'said', 'exist', 'copyright', 'law', 'dont', 'work', 'digit', 'age', 'risk', 'crimin', 'consum']"
115,"The magazines editor, Rachael Jolley, said: Existing copyright laws dont work in the digital age and they criminalize consumers.",ele,43.73,1,33,19,19.0,1.736842105263158,"['magazin', 'editor', 'rachael', 'jolley', 'said', 'exist', 'copyright', 'law', 'dont', 'work', 'digit', 'age', 'crimin', 'consum']"
116,"We need new models for how artists, writers and musicians earn a living from their work.",adv,80.62,1,21,16,16.0,1.3125,"['need', 'new', 'model', 'artist', 'writer', 'musician', 'earn', 'live', 'work']"
117,"We need new ideas for how artists, writers and musicians can earn a living from their work.",ele,88.06,1,21,17,17.0,1.2352941176470589,"['need', 'new', 'idea', 'artist', 'writer', 'musician', 'earn', 'live', 'work']"
118,"Data collected by Ofcom (the independent regulator and competition authority for the UK communications industries) suggests that, between November 2012 and January 2013 in the UK, 280 million music tracks were digitally pirated, along with 52 million TV shows, 29 million films, 18 million ebooks and 7 million software or games files.",adv,1.78,1,92,52,52.0,1.7692307692307692,"['data', 'collect', 'ofcom', 'independ', 'regul', 'competit', 'author', 'uk', 'commun', 'industri', 'suggest', 'novemb', 'januari', 'uk', 'million', 'music', 'track', 'digit', 'pirat', 'along', 'million', 'tv', 'show', 'million', 'film', 'million', 'ebook', 'million', 'softwar', 'game', 'file']"
119,"Between November 2012 and January 2013 in the UK, 280 million music tracks were digitally pirated along with 52 million TV shows, 29 million films,18 million ebooks and 7 million software or games files.",ele,45.43,1,52,34,34.0,1.5294117647058822,"['novemb', 'januari', 'uk', 'million', 'music', 'track', 'digit', 'pirat', 'along', 'million', 'tv', 'show', 'million', 'film', 'million', 'ebook', 'million', 'softwar', 'game', 'file']"
120,"So he tried crowdfunding on a US website, Indiegogo, which had recently opened up in the UK.",adv,71.14,1,23,17,17.0,1.3529411764705883,"['tri', 'crowdfund', 'us', 'websit', 'indiegogo', 'recent', 'open', 'uk']"
121,"So he tried crowdfunding on a US website, Indiegogo, which has recently opened up in the UK.",ele,71.14,1,23,17,17.0,1.3529411764705883,"['tri', 'crowdfund', 'us', 'websit', 'indiegogo', 'ha', 'recent', 'open', 'uk']"
122,"For Danae Ringelmann, co-founder of Indiegogo, the gravity light is a perfect example of how meritocratic crowdfunding can be and how it can test an entrepreneurs idea.",adv,44.07,1,42,27,27.0,1.5555555555555556,"['dana', 'ringelmann', 'cofound', 'indiegogo', 'graviti', 'light', 'perfect', 'exampl', 'meritocrat', 'crowdfund', 'test', 'entrepreneur', 'idea']"
123,"For Danae Ringelmann, who started Indiegogo, the gravity light is a perfect example of how crowdfunding can work and how it can test an entrepreneurs idea.",ele,62.01,1,37,26,26.0,1.4230769230769231,"['dana', 'ringelmann', 'start', 'indiegogo', 'graviti', 'light', 'perfect', 'exampl', 'crowdfund', 'work', 'test', 'entrepreneur', 'idea']"
124,International activity is up 41% since December.,adv,5.15,1,16,7,7.0,2.2857142857142856,"['intern', 'activ', 'sinc', 'decemb']"
125,International activity has increased by 41% since December.,ele,4.14,1,18,8,8.0,2.25,"['intern', 'activ', 'ha', 'increas', 'sinc', 'decemb']"
126,The site levies a 4% fee for successful campaigns.,adv,87.72,1,12,9,9.0,1.3333333333333333,"['site', 'levi', 'fee', 'success', 'campaign']"
127,The site charges a 4% fee for successful campaigns.,ele,87.72,1,12,9,9.0,1.3333333333333333,"['site', 'charg', 'fee', 'success', 'campaign']"
128,"A British woman, Lauren Pears, raised 100,000 to open a cat caf in London through the site.",adv,88.06,1,20,17,17.0,1.1764705882352942,"['british', 'woman', 'lauren', 'pear', 'rais', 'open', 'cat', 'caf', 'london', 'site']"
129,"A British woman made 100,000 to open a cat caf in London through the site.",ele,98.55,1,17,15,15.0,1.1333333333333333,"['british', 'woman', 'made', 'open', 'cat', 'caf', 'london', 'site']"
130,"Known as Lady Dinahs Cat Emporium, it is yet to open but is billed as somewhere people can come in from the cold to a comfortable wingback chair, a hot cup of tea, a book and a cat.",adv,58.29,1,48,38,38.0,1.263157894736842,"['known', 'ladi', 'dinah', 'cat', 'emporium', 'yet', 'open', 'bill', 'somewher', 'peopl', 'come', 'cold', 'comfort', 'wingback', 'chair', 'hot', 'cup', 'tea', 'book', 'cat']"
131,"It will be somewhere people can come in from the cold to a comfortable chair, a hot cup of tea, a book and a cat.",ele,79.94,1,29,25,25.0,1.16,"['somewher', 'peopl', 'come', 'cold', 'comfort', 'chair', 'hot', 'cup', 'tea', 'book', 'cat']"
132,"On some sites, there was an option to click, saying: Id like kids someday, but you would read the persons profile and think: You will never have time!",adv,76.9,1,34,28,28.0,1.2142857142857142,"['site', 'wa', 'option', 'click', 'say', 'id', 'like', 'kid', 'someday', 'would', 'read', 'person', 'profil', 'think', 'never', 'time']"
133,"On some sites, there was an option to click saying: Id like kids someday, but I read the persons profile and thought: You will never have time!",ele,77.91,1,33,27,27.0,1.2222222222222223,"['site', 'wa', 'option', 'click', 'say', 'id', 'like', 'kid', 'someday', 'read', 'person', 'profil', 'thought', 'never', 'time']"
134,And I just thought: You shouldnt be ashamed of this.,adv,103.63,1,11,10,10.0,1.1,"['thought', 'shouldnt', 'asham', 'thi']"
135,And I thought: You shouldnt be ashamed of this.,ele,104.64,1,10,9,9.0,1.1111111111111112,"['thought', 'shouldnt', 'asham', 'thi']"
136,The site has come at an opportune time for the country of five million people.,adv,81.63,1,20,15,15.0,1.3333333333333333,"['site', 'ha', 'come', 'opportun', 'time', 'countri', 'five', 'million', 'peopl']"
137,The site has come at the right time for the country of five million people.,ele,90.09,1,18,15,15.0,1.2,"['site', 'ha', 'come', 'right', 'time', 'countri', 'five', 'million', 'peopl']"
138,"Now, I hope, men and women who want to start a family but havent met the right person yet will have another option, says Limal.",adv,71.48,1,33,25,25.0,1.32,"['hope', 'men', 'women', 'want', 'start', 'famili', 'havent', 'met', 'right', 'person', 'yet', 'anoth', 'option', 'say', 'limal']"
139,"Now, I hope, men and women who want to start a family but havent met the right person yet will have another choice, says Limal.",ele,71.48,1,32,25,25.0,1.28,"['hope', 'men', 'women', 'want', 'start', 'famili', 'havent', 'met', 'right', 'person', 'yet', 'anoth', 'choic', 'say', 'limal']"
140,My goal is to pair up people who really want a family and a partner  and wholl stay together.,adv,60.65,1,28,19,19.0,1.4736842105263157,"['goal', 'pair', 'peopl', 'realli', 'want', 'famili', 'partner', 'wholl', 'stay', 'togeth']"
141,My goal is to bring together people who really want a family and a partner  and wholl stay together.,ele,52.19,1,30,19,19.0,1.5789473684210527,"['goal', 'bring', 'togeth', 'peopl', 'realli', 'want', 'famili', 'partner', 'wholl', 'stay', 'togeth']"
142,Im a romantic at heart.,adv,83.32,1,7,5,5.0,1.4,"['im', 'romant', 'heart']"
143,Im a romantic.,ele,59.97,1,5,3,3.0,1.6666666666666667,"['im', 'romant']"
144,"Danes have no problem having children before marriage so things can move fast and, because the countrys so small, a Jutlander can date a Copenhagener without too much travel, Limal said.",adv,56.93,1,44,31,31.0,1.4193548387096775,"['dane', 'problem', 'children', 'befor', 'marriag', 'thing', 'move', 'fast', 'becaus', 'countri', 'small', 'jutland', 'date', 'copenhagen', 'without', 'much', 'travel', 'limal', 'said']"
145,"Danes have no problem having children before marriage so things can move fast and, because the countrys so small, someone from Jutland can date someone from Copenhagen without too much travel, Limal said.",ele,54.9,1,47,33,33.0,1.4242424242424243,"['dane', 'problem', 'children', 'befor', 'marriag', 'thing', 'move', 'fast', 'becaus', 'countri', 'small', 'someon', 'jutland', 'date', 'someon', 'copenhagen', 'without', 'much', 'travel', 'limal', 'said']"
146,"Early on Saturday morning, he reached the summit of Nuptse, the first and lowest of the three main summits in the Everest horseshoe that surrounds the glaciated valley called the Western Cwm.",adv,55.92,1,45,32,32.0,1.40625,"['earli', 'saturday', 'morn', 'reach', 'summit', 'nupts', 'first', 'lowest', 'three', 'main', 'summit', 'everest', 'horsesho', 'surround', 'glaciat', 'valley', 'call', 'western', 'cwm']"
147,"Early on Saturday morning, he reached the summit of Nuptse, the first of the three main summits in the Everest horseshoe.",ele,67.08,1,29,21,21.0,1.380952380952381,"['earli', 'saturday', 'morn', 'reach', 'summit', 'nupts', 'first', 'three', 'main', 'summit', 'everest', 'horsesho']"
148,"That same day, he climbed up to the summit of Everest itself, reaching the top in complete darkness early on Sunday.",adv,67.08,1,29,21,21.0,1.380952380952381,"['day', 'climb', 'summit', 'everest', 'reach', 'top', 'complet', 'dark', 'earli', 'sunday']"
149,"Later that day, he climbed to the summit of Everest, and reached the top in complete darkness early on Sunday.",ele,68.1,1,27,20,20.0,1.35,"['later', 'day', 'climb', 'summit', 'everest', 'reach', 'top', 'complet', 'dark', 'earli', 'sunday']"
150,Ive asked Cool to look forward and imagine what top climbers might be doing 60 years from now.,adv,87.05,1,21,18,18.0,1.1666666666666667,"['ive', 'ask', 'cool', 'look', 'forward', 'imagin', 'top', 'climber', 'might', 'year']"
151,asked Cool to look forward and imagine what top climbers might do 60 years from now.,ele,97.54,1,18,16,16.0,1.125,"['ask', 'cool', 'look', 'forward', 'imagin', 'top', 'climber', 'might', 'year']"
152,"Steck, he says, was planning to climb Everests west ridge, first done in 1963, descend to the South Col and then immediately climb Lhotse via a new route, all without fixed ropes.",adv,64.38,1,40,32,32.0,1.25,"['steck', 'say', 'wa', 'plan', 'climb', 'everest', 'west', 'ridg', 'first', 'done', 'descend', 'south', 'col', 'immedi', 'climb', 'lhots', 'via', 'new', 'rout', 'without', 'fix', 'rope']"
